icd10,icd10_3,title,chapter_number,chapter_title,block_title
"R828","R82","Abnormal findings on cytological and histological examination of urine",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of urine, without diagnosis"
"R829","R82","Other and unspecified abnormal findings in urine",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of urine, without diagnosis"
"R83","R83","Abnormal findings in cerebrospinal fluid",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R830","R83","Abnormal findings in cerebrospinal fluid: Abnormal level of enzymes",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R831","R83","Abnormal findings in cerebrospinal fluid: Abnormal level of hormones",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R832","R83","Abnormal findings in cerebrospinal fluid: Abnormal level of other drugs, medicaments and biological substances",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R833","R83","Abnormal findings in cerebrospinal fluid: Abnormal level of substances chiefly nonmedicinal as to source",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R834","R83","Abnormal findings in cerebrospinal fluid: Abnormal immunological findings",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R835","R83","Abnormal findings in cerebrospinal fluid: Abnormal microbiological findings",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R836","R83","Abnormal findings in cerebrospinal fluid: Abnormal cytological findings",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R837","R83","Abnormal findings in cerebrospinal fluid: Abnormal histological findings",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R838","R83","Abnormal findings in cerebrospinal fluid: Other abnormal findings",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R839","R83","Abnormal findings in cerebrospinal fluid: Unspecified abnormal finding",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R84","R84","Abnormal findings in specimens from respiratory organs and thorax",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R840","R84","Abnormal findings in specimens from respiratory organs and thorax: Abnormal level of enzymes",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R841","R84","Abnormal findings in specimens from respiratory organs and thorax: Abnormal level of hormones",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R842","R84","Abnormal findings in specimens from respiratory organs and thorax: Abnormal level of other drugs, medicaments and biological substances",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R843","R84","Abnormal findings in specimens from respiratory organs and thorax: Abnormal level of substances chiefly nonmedicinal as to source",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R844","R84","Abnormal findings in specimens from respiratory organs and thorax: Abnormal immunological findings",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R845","R84","Abnormal findings in specimens from respiratory organs and thorax: Abnormal microbiological findings",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R846","R84","Abnormal findings in specimens from respiratory organs and thorax: Abnormal cytological findings",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R847","R84","Abnormal findings in specimens from respiratory organs and thorax: Abnormal histological findings",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R848","R84","Abnormal findings in specimens from respiratory organs and thorax: Other abnormal findings",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R849","R84","Abnormal findings in specimens from respiratory organs and thorax: Unspecified abnormal finding",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R85","R85","Abnormal findings in specimens from digestive organs and abdominal cavity",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R850","R85","Abnormal findings in specimens from digestive organs and abdominal cavity: Abnormal level of enzymes",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R851","R85","Abnormal findings in specimens from digestive organs and abdominal cavity: Abnormal level of hormones",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R852","R85","Abnormal findings in specimens from digestive organs and abdominal cavity: Abnormal level of other drugs, medicaments and biological substances",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
"R853","R85","Abnormal findings in specimens from digestive organs and abdominal cavity: Abnormal level of substances chiefly nonmedicinal as to source",18,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"
